anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,BP_LOCAL,BP_VISITA,ORP_LOCAL,ORP_VISITA,peso_nivel,peso_anio,peso_ronda,peso_fase,LocalSuma,VisitaSuma
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-LOS INDIOS DE MORENO NEGRO,1.0,20/11/2022,BOCA JUNIORS AZUL,98.0,LOS INDIOS DE MORENO NEGRO,69.0,750,250,147.75,150.75,2.0,0.5,3,1.0,2693.25,1202.25
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,OBRAS CENTRO-C.A.S.A PADUA A,1.0,20/11/2022,OBRAS CENTRO,84.0,C.A.S.A PADUA A,50.0,750,250,120.75,143.25,2.0,0.5,3,1.0,2612.25,1179.75
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,GEVP BLANCO-WILDE SPORTING,1.0,20/11/2022,GEVP BLANCO,73.0,WILDE SPORTING,53.0,750,250,90.75,146.25,2.0,0.5,3,1.0,2522.25,1188.75
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,RIVER PLATE-VELEZ SARSFIELD BLANCO,1.0,20/11/2022,RIVER PLATE,72.0,VELEZ SARSFIELD BLANCO,67.0,650,350,96.75,149.25,2.0,0.5,3,1.0,2240.25,1497.75
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,OBRAS CENTRO-CIUDAD DE BUENOS AIRES A,2.0,27/11/2022,OBRAS CENTRO,78.0,CIUDAD DE BUENOS AIRES A,68.0,700,300,137.25,143.25,2.0,0.5,4,1.0,3349.0,1773.0
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,FERROCARRIL OESTE A-RIVER PLATE,2.0,27/11/2022,FERROCARRIL OESTE A,85.0,RIVER PLATE,80.0,650,350,149.25,152.25,2.0,0.5,4,1.0,3197.0,2009.0
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-SAN FERNANDO AZUL,2.0,27/11/2022,BOCA JUNIORS AZUL,68.0,SAN FERNANDO AZUL,56.0,700,300,89.25,150.75,2.0,0.5,4,1.0,3157.0,1803.0
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,OBRAS NORTE-GEVP BLANCO,2.0,27/11/2022,OBRAS NORTE,70.0,GEVP BLANCO,65.0,650,350,146.25,129.75,2.0,0.5,4,1.0,3185.0,1919.0
2022.0,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-OBRAS NORTE,3.0,11/12/2022,BOCA JUNIORS AZUL,91.0,OBRAS NORTE,75.0,700,300,129.75,150.75,2.0,0.5,6,1.0,4978.5,2704.5
2022.0,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA,INTERCONFERENCIA,FERROCARRIL OESTE A-OBRAS CENTRO,3.0,11/12/2022,FERROCARRIL OESTE A,77.0,OBRAS CENTRO,84.0,350,650,143.25,152.25,2.0,0.5,6,1.0,2959.5,4813.5
2022.0,JUVENILES,Playoff,FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-OBRAS CENTRO,4.0,,BOCA JUNIORS AZUL,87.0,OBRAS CENTRO,62.0,750,250,143.25,150.75,2.0,0.5,6,1.0,5359.5,2404.5
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,CAÑUELAS FC-CLUB ATLETICO BERNAL,1.0,20/11/2022,CAÑUELAS FC,78.0,CLUB ATLETICO BERNAL,53.0,750,250,-9.75,102.75,1.0,0.5,3,0.75,832.78125,396.84375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,TRISTAN SUAREZ-MONTE GRANDE,1.0,20/11/2022,TRISTAN SUAREZ,73.0,MONTE GRANDE,39.0,750,250,75.75,69.75,1.0,0.5,3,0.75,928.96875,359.71875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,TEMPERLEY-OLIMPO,1.0,20/11/2022,TEMPERLEY,75.0,OLIMPO,57.0,700,300,80.25,105.75,1.0,0.5,3,0.75,877.78125,456.46875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,QUILMES A.C.-COUNTRY CIB,1.0,20/11/2022,QUILMES A.C.,78.0,COUNTRY BANFIELD A,71.0,650,350,53.25,134.25,1.0,0.5,3,0.75,791.15625,544.78125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,RACING CLUB-LANUS B,1.0,20/11/2022,RACING CLUB,108.0,LANUS B,56.0,750,250,45.75,132.75,1.0,0.5,3,0.75,895.21875,430.59375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,INDEPENDIENTE-BURZACO FC A,1.0,20/11/2022,INDEPENDIENTE,87.0,BURZACO FC A,54.0,750,250,51.75,123.75,1.0,0.5,3,0.75,901.96875,420.46875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL-DEFENSORES DE GLEW,1.0,20/11/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,82.0,DEFENSORES DE GLEW,53.0,750,250,-108.75,-74.25,1.0,0.5,3,0.75,721.40625,197.71875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,BERAZATEGUI-VARELA JRS,1.0,20/11/2022,BERAZATEGUI,83.0,VARELA JRS,56.0,750,250,3.75,104.25,1.0,0.5,3,0.75,847.96875,398.53125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,CAÑUELAS FC-BERAZATEGUI,2.0,27/11/2022,CAÑUELAS FC,78.0,BERAZATEGUI,66.0,700,300,104.25,102.75,1.0,0.5,4,0.75,1206.375,604.125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,TRISTAN SUAREZ-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,2.0,27/11/2022,TRISTAN SUAREZ,52.0,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,62.0,300,700,-74.25,69.75,1.0,0.5,4,0.75,338.625,1154.625
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,RACING CLUB-QUILMES A.C.,2.0,27/11/2022,RACING CLUB,82.0,QUILMES A.C.,61.0,750,250,134.25,132.75,1.0,0.5,4,0.75,1326.375,574.125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,INDEPENDIENTE-TEMPERLEY,2.0,27/11/2022,INDEPENDIENTE,79.0,TEMPERLEY,50.0,750,250,105.75,123.75,1.0,0.5,4,0.75,1283.625,560.625
2022.0,JUVENILES,Playoff,SEMIFINAL,1,SUR,CAÑUELAS FC-INDEPENDIENTE,3.0,11/12/2022,CAÑUELAS FC,65.0,INDEPENDIENTE,62.0,650,350,123.75,102.75,1.0,0.5,6,0.75,1740.9375,1018.6875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,SUR,RACING CLUB-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,3.0,11/12/2022,RACING CLUB,69.0,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,44.0,750,250,-74.25,132.75,1.0,0.5,6,0.75,1520.4375,861.1875
2022.0,JUVENILES,Playoff,FINAL,1,SUR,RACING CLUB-CAÑUELAS FC,4.0,14/12/2022,RACING CLUB,84.0,CAÑUELAS FC,40.0,750,250,102.75,132.75,1.0,0.5,6,0.75,1918.6875,861.1875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-LOS INDIOS DE MORENO BLANCO,1.0,20/11/2022,ESTUDIANTIL PORTEÑO A,97.0,LOS INDIOS DE MORENO BLANCO,53.0,750,250,18.75,144.75,1.0,0.5,3,0.75,864.84375,444.09375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,Club GEI AZUL-UNITARIOS DE MARCOS PAZ,1.0,20/11/2022,CLUB GEI AZUL,86.0,UNITARIOS DE MARCOS PAZ,55.0,750,250,68.25,65.25,1.0,0.5,3,0.75,920.53125,354.65625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,MIDLAND-CEDEM,1.0,20/11/2022,MIDLAND,100.0,CEDEM,44.0,750,250,42.75,-5.25,1.0,0.5,3,0.75,891.84375,275.34375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,DEFENSORES DE HURLINGHAM VERDE-ESTUDIANTIL PORTEÑO B,1.0,20/11/2022,DEFENSORES DE HURLINGHAM VERDE,60.0,ESTUDIANTIL PORTEÑO B,63.0,350,650,48.75,23.25,1.0,0.5,3,0.75,448.59375,757.40625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,PRESIDENTE DERQUI-LEANDRO N ALEM,1.0,20/11/2022,PRESIDENTE DERQUI,110.0,LEANDRO N ALEM,60.0,750,250,72.75,-141.75,1.0,0.5,3,0.75,925.59375,121.78125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,MORON A-CLARIDAD,1.0,20/11/2022,MORON A,89.0,CLARIDAD,59.0,750,250,39.75,125.25,1.0,0.5,3,0.75,888.46875,422.15625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,RAMOS MEJIA LTC-DEP. MORON BLANCO,1.0,20/11/2022,RAMOS MEJIA LTC,80.0,DEP. MORON BLANCO,66.0,700,300,84.75,110.25,1.0,0.5,3,0.75,882.84375,461.53125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,A.F.A.L.P. A-HURACAN DE SAN JUSTO ROJO,1.0,20/11/2022,A.F.A.L.P. A,54.0,HURACAN DE SAN JUSTO ROJO,68.0,300,700,113.25,140.25,1.0,0.5,3,0.75,464.90625,945.28125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-HURACAN DE SAN JUSTO ROJO,2.0,27/11/2022,ESTUDIANTIL PORTEÑO A,75.0,HURACAN DE SAN JUSTO ROJO,59.0,700,300,113.25,144.75,1.0,0.5,4,0.75,1219.875,667.125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,Club GEI AZUL-RAMOS MEJIA LTC,2.0,27/11/2022,CLUB GEI AZUL,82.0,RAMOS MEJIA LTC,63.0,700,300,110.25,65.25,1.0,0.5,4,0.75,1215.375,547.875
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO B,2.0,27/11/2022,PRESIDENTE DERQUI,89.0,ESTUDIANTIL PORTEÑO B,57.0,750,250,48.75,-141.75,1.0,0.5,4,0.75,1198.125,162.375
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,MORON A-MIDLAND,2.0,27/11/2022,MORON A,74.0,MIDLAND,72.0,650,350,-5.25,125.25,1.0,0.5,4,0.75,967.125,712.875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-MORON A,3.0,11/12/2022,ESTUDIANTIL PORTEÑO A,85.0,MORON A,74.0,700,300,125.25,144.75,1.0,0.5,6,0.75,1856.8125,1000.6875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,OESTE,PRESIDENTE DERQUI-Club GEI AZUL,3.0,11/12/2022,PRESIDENTE DERQUI,109.0,CLUB GEI AZUL,68.0,750,250,65.25,-141.75,1.0,0.5,6,0.75,1834.3125,243.5625
2022.0,JUVENILES,Playoff,FINAL,1,OESTE,PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO A,4.0,15/12/2022,PRESIDENTE DERQUI,68.0,ESTUDIANTIL PORTEÑO A,62.0,650,350,144.75,-141.75,1.0,0.5,6,0.75,1788.1875,468.5625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,COLEGIALES BLANCO-APV,1.0,20/11/2022,COLEGIALES BLANCO,95.0,APV,45.0,750,250,93.75,107.25,1.0,0.5,3,0.75,949.21875,401.90625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,PINOCHO-COMUNICACIONES,1.0,20/11/2022,PINOCHO BLANCO,102.0,COMUNICACIONES,51.0,750,250,47.25,116.25,1.0,0.5,3,0.75,896.90625,412.03125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,JOSE HERNANDEZ A-IMPERIO BLANCO,1.0,20/11/2022,JOSE HERNANDEZ A,57.0,IMPERIO BLANCO,48.0,650,350,98.25,92.25,1.0,0.5,3,0.75,841.78125,497.53125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,GEVP CELESTE-ARQUITECTURA NEGRO,1.0,20/11/2022,GEVP CELESTE,79.0,ARQUITECTURA NEGRO,55.0,750,250,57.75,33.75,1.0,0.5,3,0.75,908.71875,319.21875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,SAN LORENZO AZUL-ITALIANO,1.0,20/11/2022,SAN LORENZO AZUL,79.0,ITALIANO,67.0,700,300,12.75,135.75,1.0,0.5,3,0.75,801.84375,490.21875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,PLATENSE MARRON-FERROCARRIL OESTE   B,1.0,20/11/2022,PLATENSE MARRON,87.0,FERROCARRIL OESTE B,43.0,750,250,131.25,78.75,1.0,0.5,3,0.75,991.40625,369.84375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,PEDRO ECHAGUE AZUL-ALL BOYS BLANCO,1.0,20/11/2022,PEDRO ECHAGUE AZUL,89.0,ALL BOYS BLANCO,63.0,750,250,83.25,141.75,1.0,0.5,3,0.75,937.40625,440.71875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,"VILLA MITRE-DEPORTIVO CROVARA  ""A""",1.0,20/11/2022,VILLA MITRE,74.0,"DEPORTIVO CROVARA  ""A""",49.0,750,250,77.25,74.25,1.0,0.5,3,0.75,930.65625,364.78125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,PINOCHO-PEDRO ECHAGUE AZUL,2.0,27/11/2022,PINOCHO BLANCO,84.0,PEDRO ECHAGUE AZUL,81.0,650,350,141.75,116.25,1.0,0.5,4,0.75,1187.625,699.375
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,SAN LORENZO AZUL-GEVP CELESTE,2.0,27/11/2022,SAN LORENZO AZUL,61.0,GEVP CELESTE,56.0,650,350,33.75,135.75,1.0,0.5,4,0.75,1025.625,728.625
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,PLATENSE MARRON-JOSE HERNANDEZ A,2.0,27/11/2022,PLATENSE MARRON,74.0,JOSE HERNANDEZ A,54.0,750,250,92.25,78.75,1.0,0.5,4,0.75,1263.375,493.125
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,COLEGIALES BLANCO-VILLA MITRE,2.0,27/11/2022,COLEGIALES BLANCO,47.0,VILLA MITRE,70.0,250,750,74.25,107.25,1.0,0.5,4,0.75,486.375,1285.875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,PLATENSE MARRON-VILLA MITRE,3.0,11/12/2022,PLATENSE MARRON,88.0,VILLA MITRE,55.0,750,250,74.25,78.75,1.0,0.5,6,0.75,1854.5625,739.6875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,SAN LORENZO AZUL-PINOCHO,3.0,11/12/2022,SAN LORENZO AZUL,85.0,PINOCHO BLANCO,79.0,650,350,116.25,135.75,1.0,0.5,6,0.75,1724.0625,1092.9375
2022.0,JUVENILES,Playoff,FINAL,1,CENTRO,SAN LORENZO AZUL-PLATENSE MARRON,4.0,15/12/2022,SAN LORENZO AZUL,86.0,PLATENSE MARRON,67.0,700,300,78.75,135.75,1.0,0.5,6,0.75,1752.1875,980.4375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CLUB SPORTIVO PILAR-U.V.V.ADELINA,1.0,20/11/2022,CLUB SPORTIVO PILAR,73.0,U.V.V.ADELINA,47.0,750,250,126.75,-111.75,1.0,0.5,3,0.75,986.34375,155.53125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CAZA Y PESCA A-BANCO PROVINCIA,1.0,20/11/2022,CAZA Y PESCA A,84.0,BANCO PROVINCIA,47.0,750,250,35.25,117.75,1.0,0.5,3,0.75,883.40625,413.71875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,UNION FLORIDA-SOCIAL BECCAR,1.0,20/11/2022,UNION FLORIDA,73.0,SOCIAL BECCAR,81.0,350,650,26.25,81.75,1.0,0.5,3,0.75,423.28125,823.21875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,NAUTICO BUCHARDO A-SPORTIVO VILLA BALLESTER,1.0,20/11/2022,NAUTICO BUCHARDO A,61.0,SPORTIVO VILLA BALLESTER,60.0,650,350,-27.75,111.75,1.0,0.5,3,0.75,700.03125,519.46875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,SPORTIVO ESCOBAR-LAS HERAS A,1.0,20/11/2022,SPORTIVO ESCOBAR,91.0,LAS HERAS A,37.0,750,250,66.75,-146.25,1.0,0.5,3,0.75,918.84375,116.71875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-ATLETICO BOULOGNE,1.0,20/11/2022,CLUB TRES DE FEBRERO BLANCO,88.0,ATLETICO BOULOGNE,41.0,750,250,59.25,119.25,1.0,0.5,3,0.75,910.40625,415.40625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,NAUTICO HACOAJ BLANCO-BANADE,1.0,20/11/2022,NAUTICO HACOAJ BLANCO,67.0,BANADE,56.0,700,300,108.75,122.25,1.0,0.5,3,0.75,909.84375,475.03125
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,BANCO NACIÓN-DEPORTIVO SAN ANDRES,1.0,20/11/2022,BANCO NACIÓN,80.0,DEPORTIVO SAN ANDRES,79.0,650,350,128.25,95.25,1.0,0.5,3,0.75,875.53125,500.90625
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB SPORTIVO PILAR-BANCO NACIÓN,2.0,27/11/2022,CLUB SPORTIVO PILAR,55.0,BANCO NACIÓN,76.0,250,750,95.25,-111.75,1.0,0.5,4,0.75,517.875,957.375
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CAZA Y PESCA A-NAUTICO HACOAJ BLANCO,2.0,27/11/2022,CAZA Y PESCA A,63.0,NAUTICO HACOAJ BLANCO,56.0,650,350,122.25,117.75,1.0,0.5,4,0.75,1158.375,701.625
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,SPORTIVO ESCOBAR-NAUTICO BUCHARDO A,2.0,27/11/2022,SPORTIVO ESCOBAR,86.0,NAUTICO BUCHARDO A,62.0,750,250,111.75,-146.25,1.0,0.5,4,0.75,1292.625,155.625
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-SOCIAL BECCAR,2.0,27/11/2022,CLUB TRES DE FEBRERO BLANCO,78.0,SOCIAL BECCAR,66.0,700,300,26.25,119.25,1.0,0.5,4,0.75,1089.375,628.875
2022.0,JUVENILES,Playoff,SEMIFINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-BANCO NACIÓN,3.0,11/12/2022,CLUB TRES DE FEBRERO BLANCO,85.0,BANCO NACIÓN,64.0,750,250,95.25,119.25,1.0,0.5,6,0.75,1901.8125,830.8125
2022.0,JUVENILES,Playoff,SEMIFINAL,1,NORTE,SPORTIVO ESCOBAR-CAZA Y PESCA A,3.0,11/12/2022,SPORTIVO ESCOBAR,89.0,CAZA Y PESCA A,61.0,750,250,117.75,-146.25,1.0,0.5,6,0.75,1952.4375,233.4375
2022.0,JUVENILES,Playoff,FINAL,1,NORTE,SPORTIVO ESCOBAR-CLUB TRES DE FEBRERO BLANCO,4.0,15/12/2022,SPORTIVO ESCOBAR,67.0,CLUB TRES DE FEBRERO BLANCO,64.0,650,350,119.25,-146.25,1.0,0.5,6,0.75,1730.8125,458.4375
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,UNLAM A-DEFENSORES DE SANTOS LUGARES,1.0,20/11/2022,UNLAM A,20.0,DEFENSORES DE SANTOS LUGARES,0.0,700,0,8.25,5.25,0.85,0.5,3,0.75,677.2640624999999,5.020312499999999
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,SAN MIGUEL-SITAS,1.0,20/11/2022,SAN MIGUEL,111.0,SITAS,42.0,750,250,-50.25,-15.75,0.85,0.5,3,0.75,669.1359375,224.00156249999998
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,Club GEI BLANCO-CENTRO ESPAÑOL,1.0,20/11/2022,CLUB GEI BLANCO,74.0,CENTRO ESPAÑOL,24.0,750,250,24.75,-41.25,0.85,0.5,3,0.75,740.8546875,199.6171875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,MORON B-ITALIANO DE JOSE C PAZ,1.0,20/11/2022,MORON B,77.0,ITALIANO DE JOSE C PAZ,44.0,750,250,-2.25,36.75,0.85,0.5,3,0.75,715.0359374999999,274.2046875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,NOLTING-A.F.A.L.P.  B,1.0,20/11/2022,NOLTING,20.0,A.F.A.L.P. B,0.0,700,0,-99.75,9.75,0.85,0.5,3,0.75,573.9890624999999,9.323437499999999
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-HURACAN DE SAN JUSTO BLANCO,1.0,20/11/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,67.0,HURACAN DE SAN JUSTO BLANCO,26.0,750,250,32.25,-77.25,0.85,0.5,3,0.75,748.0265625,165.1921875
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,C.A.S.A PADUA B-CIUDADELA NORTE,1.0,20/11/2022,C.A.S.A PADUA B,59.0,CIUDADELA NORTE,34.0,750,250,-90.75,20.25,0.85,0.5,3,0.75,630.4078125,258.4265625
2022.0,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,ARGENTINO DE CASTELAR CENTRO-EL PALOMAR,1.0,20/11/2022,ARGENTINO DE CASTELAR CENTRO,83.0,EL PALOMAR,63.0,750,250,54.75,15.75,0.85,0.5,3,0.75,769.5421875,254.1234375
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-Club GEI BLANCO,2.0,27/11/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,72.0,CLUB GEI BLANCO,59.0,700,300,-41.25,-77.25,0.85,0.5,4,0.75,839.9062499999999,284.00624999999997
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,UNLAM A-ARGENTINO DE CASTELAR CENTRO,2.0,27/11/2022,UNLAM A,62.0,ARGENTINO DE CASTELAR CENTRO,67.0,350,650,15.75,5.25,0.85,0.5,4,0.75,466.33124999999995,835.4437499999999
2022.0,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,NOLTING-MORON B,2.0,27/11/2022,NOLTING,59.0,MORON B,52.0,650,350,36.75,9.75,0.85,0.5,4,0.75,875.6062499999999,458.68125
2022.0,JUVENILES,Playoff,SEMIFINAL,2,OESTE,SAN MIGUEL-C.A.S.A PADUA B,3.0,27/11/2022,SAN MIGUEL,60.0,C.A.S.A PADUA B,37.0,750,250,20.25,-15.75,0.85,0.5,6,0.75,1473.1031249999999,448.00312499999995
